card_id,total_attempts,attempted_share,success_rate,first_try_success_rate,complaint_rate,complaints_total,discrimination_avg,success_attempts_rate
237506,45212,0.52054573714812,0.859572679819516,0.791987237217919,0.000752012739980536,44,0.341916881376051,0.565966128779123
228519,25103,0.607027131595492,0.665697327012707,0.692238645203758,0.00163327092379396,44,0.368693917651986,0.34988266503418
256325,19764,0.761941478083195,0.917678607569318,0.662733638418702,0.00182149362477231,44,0.227405529589681,0.585185654944985
253524,29534,0.521415204265386,0.564366492855691,0.595632349412047,0.00125279339066838,44,0.402064147803259,0.26545208752515
233165,30637,0.540011280713505,0.702679766295655,0.638842437755481,0.00130561086268237,43,0.370122893951165,0.367353396732341
256656,8423,0.644798285233101,0.580909414697851,0.417739628040057,0.00415528908939807,43,0.346081655893393,0.255378138316989
256691,11774,0.64359899420575,0.801426872770511,0.687685459940652,0.00297265160523186,42,0.342457335581466,0.449927119951984
237469,13785,0.445900048520135,0.715923104824084,0.469247137501266,0.00268407689517591,42,0.341056700209089,0.336051819036112
240776,6404,0.227762563573638,1,0.997813866333541,0.00577763897564022,41,,0.997546388590707
231761,1912,0.218115446041524,0.903765690376569,0.875578703703703,0.0167364016736401,41,0.29668698328127,0.654876462938881
233685,14645,0.344159048715719,0.710071696824854,0.758534474468698,0.00245817685216797,41,0.442547886198657,0.399740675768438
232995,52674,0.560260378442196,0.779018111402209,0.731783399132426,0.000721418536659452,41,0.397859216266786,0.455775663582258
256046,13192,0.676929392446633,0.511749545178896,0.653680936157606,0.00257731958762886,41,0.355296160717715,0.234415161588813
217622,50724,0.556178112082104,0.96210866650895,0.729375845252243,0.000690008674394763,40,0.192962152078174,0.666900052511815
256869,11531,0.550248138957816,0.683375249327898,0.634644670050761,0.00320874165293556,40,0.434203060110611,0.352946381171474
253863,7470,0.280184539214583,0.834136546184739,0.558176857647247,0.00401606425702811,40,0.249146710905424,0.44201574360416
239343,7,0.059322033898305,1,0.285714285714285,5.28571428571428,40,-0.195014506473746,0.225806451612903
240748,4773,0.17398119122257,1,0.996857322438717,0.00733291430965849,39,,0.995320447609359
256168,16523,0.765378914211599,0.881680082309508,0.740252608456891,0.00211825939599346,39,0.233188108774877,0.584692298535888
232425,45836,0.491101753934835,0.948337551269744,0.731342596852857,0.000807225761410245,39,0.196174359263555,0.560959352047489
232433,8062,0.294104771632861,0.875713222525427,0.607365439093484,0.00384519970230711,39,0.215453514682098,0.401490710868839
232432,21523,0.357649678459263,0.981275844445476,0.888636363636363,0.00134739580913441,38,0.180866983501307,0.774034303833957
230778,52669,0.474085475624684,0.821450948375704,0.841396047613544,0.000550608517344168,38,0.448395796950292,0.523367356340666
253867,12444,0.301183532202241,0.501928640308582,0.470861351264809,0.00281260045001607,38,0.375028991401757,0.208734810105625
218122,54862,0.54338179945327,0.972002478947176,0.464538874095188,0.000619736794138019,38,0.0389387279749921,0.485444244508186
256389,2998,0.296596755045508,1,0.990993995997331,0.0103402268178785,37,,0.988914248451255
259721,6092,0.55864282439248,0.820420223243598,0.865546218487395,0.00541694024950755,37,0.379847422695075,0.564459930313588
257272,8678,0.560268577700303,0.810785895367596,0.778283115406481,0.00322654989628946,37,0.42541562183979,0.508263285368286
232431,25619,0.424359377846979,0.920605800382528,0.756412974348102,0.0014052070728756,37,0.268522784622394,0.471602075308544
229538,12024,0.344004806454381,0.758483033932135,0.715350877192982,0.00249500998003992,37,0.414238587750923,0.447233980440811
232426,43110,0.461474234087649,0.961980978891208,0.713920571001422,0.000579911853398283,37,0.180767469841815,0.566851064966995
256301,16620,0.836605255209906,0.591395908543923,0.56638518669244,0.001985559566787,37,0.339781239720807,0.272402909290517
238990,16346,0.392753309786395,0.521228435091153,0.419131455399061,0.00183531139116603,37,0.268040251915503,0.217901000126598
253573,7081,0.689551076054143,0.84451348679565,0.853344481605351,0.00451913571529445,36,0.369701190645613,0.590604026845637
228245,1107,0.158573270305113,0.654019873532068,0.765193370165745,0.025293586269196,36,0.341854082826443,0.287953288260602
233909,6121,0.332807742496737,0.715569351413167,0.7162100456621,0.00555464793334422,36,0.421427345978689,0.416037023044956
235845,47045,0.795431489246584,0.876012328621532,0.699456468989614,0.000658943564672122,36,0.224462781967682,0.536865738661876
232961,43204,0.566803106633081,0.897046569762059,0.674863246981112,0.000740672159985186,36,0.280217092919464,0.571781284742777
258936,10334,0.510547897831134,0.835494484226824,0.643154968728283,0.0030965744145539,36,0.204317259534256,0.498192459975899
223549,5483,0.224446354742314,0.84315155936531,0.589011464417045,0.00528907532372788,36,0.162888539036766,0.333828943642027
219289,5415,0.241665550943901,0.706555863342566,0.587820177731312,0.00554016620498615,36,0.355574626458047,0.358054153281321
233100,26737,0.419075235109717,0.657216591240602,0.523617118142499,0.00112204061787036,36,0.327878850857372,0.311965292841648
256320,19813,0.753317364358769,0.64876596174229,0.443519526995487,0.00156462928380356,36,0.222828967813171,0.276929915543043
233960,28632,0.450372793909459,1,0.988718915898295,0.00108270466610785,35,,0.987228564653274
230922,19360,0.390243902439024,0.78724173553719,0.824749032215733,0.00170454545454545,35,0.412266732792441,0.498111274729496
253562,29923,0.77164887307236,0.912241419643752,0.804557277356486,0.00103599238044313,35,0.328872998062767,0.654349914477846
220356,12213,0.507605985037406,0.884303610906411,0.60824074074074,0.00245639891918447,35,0.247832579795998,0.511291609934738
232239,40403,0.719529135204445,0.831571912976759,0.599291624501458,0.000792020394525159,35,0.318132013238265,0.473275661787817
239249,6573,0.207245554294362,1,0.99787007454739,0.00395557584055986,34,,0.997619047619047
237730,19849,0.346102877070619,0.922162325557962,0.746339597902097,0.00141065041060003,34,0.182718174139916,0.516370362190812
223552,5084,0.206574296046483,0.892407553107789,0.582323121005069,0.005507474429583,34,0.216965235199561,0.334516479536399
235828,49624,0.83903692682267,0.84251571820087,0.469420459709631,0.000564243108173464,34,0.155074152027202,0.416995563564426
229023,20702,0.48262035202238,0.830209641580523,0.814685518124163,0.00144913534924161,33,0.406545781357514,0.555569656397728
256488,14609,0.511949817774039,0.885002395783421,0.550699976796349,0.00219043055650626,33,0.226925305455709,0.514418348479483
257257,11135,0.669492544492544,0.499506061966771,0.435634663790003,0.00278401436910642,33,0.371592742297423,0.208032841451237
234386,5964,0.480890179003386,0.430248155600268,0.425954793452844,0.00419181757209926,33,0.306020897289146,0.171677474290954
220735,2150,0.195029027576197,0.690232558139534,0.397574123989218,0.00976744186046511,33,0.302630443359028,0.11773038482726
217630,52701,0.562060065696856,0.27449194512438,0.373842112539748,0.000588224132369404,33,0.312907555627684,0.100741771297514
228521,24478,0.589888181993445,0.817468747446686,0.787506246876561,0.00110303129340632,32,0.425110768268454,0.524248537937022
237133,25350,0.373249701841954,0.907218934911242,0.722758500739194,0.00118343195266272,32,0.24861681407484,0.44154121997684
226040,43347,0.560415266070228,0.770803054421297,0.722435053274272,0.000645950123422612,32,0.366601114777966,0.447564628722997
229536,21962,0.399214731063566,0.780712139149439,0.637816400326606,0.00127492942354976,32,0.349608557711676,0.422971985383678
258934,10824,0.535815058660462,0.853566149297856,0.52949453404048,0.00258684405025868,32,0.217684553908401,0.477266889288466
238987,16795,0.403318764708707,0.840607323608216,0.220002833262501,0.00166716284608514,32,0.170745970982034,0.343375087154088
258191,7984,0.496826384567517,0.766658316633266,0.858193105701682,0.00350701402805611,31,0.401226023294011,0.485569817191754
234816,11379,0.441440043449586,0.795324720977238,0.847071823204419,0.00228491080059759,31,0.423281971634946,0.526660484525327
234815,11730,0.454422190369193,0.794373401534526,0.792230092294483,0.00204603580562659,31,0.446844444466857,0.509500735013883
223668,13449,0.331582840236686,0.919919696631719,0.75307145166505,0.00178451929511487,31,0.260033908419744,0.479678837698336
257019,33241,0.713985007625061,0.896994675250443,0.713519133380286,0.000812249932312505,31,0.233553032167609,0.451491823306887
256190,8613,0.567690482467703,0.783699059561128,0.701481481481481,0.00348310693138279,31,0.360815583203044,0.462036412677006
256310,36463,0.734312067021105,0.796122096371664,0.640290743739019,0.000767901708581301,31,0.384778553158314,0.436748627849144
237533,34768,0.514715461597678,0.564455821445006,0.51571974522293,0.000805338242061665,31,0.301901325231389,0.254644920236167
221856,1073,0.184206008583691,0.546132339235787,0.353242320819112,0.0232991612301957,31,0.264298993900607,0.108679525222551
256567,3129,0.265507000424268,1,0.999680409076382,0.00798977309044423,30,,0.998473748473748
233686,15645,0.352785983268315,0.999552572706935,0.961376135055633,0.00172579098753595,30,,0.96158529161086
237459,40059,0.601089370385931,0.956913552510047,0.715988834685519,0.000723932200004992,30,0.15011357990501,0.653015054478915
256042,14247,0.728225311797178,0.801712641257808,0.661442829627035,0.00175475538709903,30,0.283602754491411,0.468701919183739
236014,2901,0.665061898211829,0.782144088245432,0.617893345085941,0.00792830058600482,30,0.364992688195677,0.251696956426538
233161,18017,0.462864482980089,0.520008880501748,0.499092752695058,0.00149858467003385,30,0.3370340408523,0.228866766931652
256689,8617,0.660306513409961,0.279099454566554,0.459043659043659,0.00278519206220262,30,0.338728199602143,0.104093038546889
258014,13590,0.610731619629696,0.80971302428256,0.449109414758269,0.0013980868285504,30,0.27834158714868,0.406028757025034
257119,7150,0.473415877640203,0.75090909090909,0.325013969081765,0.00377622377622377,30,0.341400179683817,0.144151083722906
238977,30379,0.552546380502,0.9918035485039,0.842117490872884,0.000757101945422825,29,,0.832512449318348
237504,61796,0.563790964163199,0.874425529160463,0.805333481382781,0.000420739206421127,29,0.37518539855337,0.607450894326785
237483,48641,0.506276281277322,0.783310376020229,0.759875068895829,0.000534528484200571,29,0.389480958270788,0.466740984073147
257021,30354,0.654561921807948,0.886703564604335,0.708303919747352,0.00085655926731238,29,0.241178214521837,0.443029050297232
232996,51869,0.555015782997164,0.637779791397559,0.486200538073214,0.000539821473327035,29,0.278435587121245,0.286711031134349
256816,2224,0.395237248978141,0.81070143884892,0.37936772046589,0.00944244604316546,29,0.396347944390262,0.170065481758652
217317,82289,0.666442599716541,0.855946724349548,0.696187974728473,0.00031595960577963,28,0.313330595892763,0.53384869909712
239355,11,0.0932203389830508,0.909090909090909,0.6,1.27272727272727,28,-0.0980735405481673,0.178571428571428
240772,9926,0.390910522999369,0.673886762039089,0.584840783375691,0.00251863792061253,28,0.421120684810287,0.351558428020431
230783,38963,0.432264220020635,0.598388214459872,0.570662663521338,0.000667299745912789,28,0.45745306475463,0.276581371783971
230816,20290,0.40521648825691,0.68969935929029,0.538659425468057,0.0011828486939379,28,0.323081865717381,0.341929459090582
233227,13559,0.374827223973019,0.614647097868574,0.463042956563474,0.00199129729331071,28,0.315209897191864,0.2849137641769
231827,28907,0.525009081002542,0.999792437817829,0.999134978028442,0.000657280243539627,27,,0.998535621849884
253085,14728,0.545138246289373,0.955594785442694,0.845672871962484,0.00142585551330798,27,0.223279537104978,0.743247438683638
237524,10911,0.360313057261739,0.634955549445513,0.778435334872979,0.00210796443955641,27,0.433021602081828,0.338105726872246
240747,9806,0.313691618682021,0.8001223740567,0.74853428498598,0.0025494595145829,27,0.379558839594387,0.501510954419541
260058,56,0.176100628930817,0.125,0.714285714285714,0.392857142857142,27,0.121790050393721,0.0588235294117647
229941,19273,0.428917968576133,0.846261609505525,0.677375843041079,0.00129715145540393,27,0.370815576180612,0.513170155929676
257248,5232,0.360752947666,0.775993883792048,0.579310344827586,0.0047782874617737,27,0.168217008191838,0.420578909685997
230626,55593,0.578846534292645,0.779576565394923,0.548674404116384,0.00041372115194359,27,0.334825397087828,0.400141149645768
232434,14366,0.383666274970622,0.915494918557705,0.523570559610705,0.00174021996380342,27,0.21298003930517,0.410048374257547
218124,52318,0.53545257297253,0.293933254329293,0.999869944075952,0.000458733132000458,26,0.323285929551659,0.291690072276523
255989,12773,0.946288339013187,0.965239176387692,0.875253467434504,0.00156580286541924,26,0.190414241549648,0.790104002521273
225355,3605,0.511565205051795,0.834119278779473,0.80611905553708,0.00610263522884882,26,0.311118973684718,0.561093546587316
258374,15768,0.506277091025846,0.863267376966007,0.799882456655891,0.0015220700152207,26,0.312452890686356,0.587869759523302
258950,3527,0.360707711188382,0.672242699177771,0.721214677351328,0.00595406861355259,26,0.406275710091941,0.36195851128737
237464,38137,0.576122424315668,0.768938301387104,0.667144075021312,0.000576867608883761,26,0.356998101572476,0.424295674848364
237785,7918,0.241948297989366,0.932432432432432,0.617635107679805,0.00239959585753978,26,0.132860111012912,0.456240068451289
235902,8489,0.812655561937583,0.754505831075509,0.437314597970335,0.00270938862056779,26,0.304641876430564,0.366174148432212
254113,1339,0.183600713012477,0,0,0.0156833457804331,26,,0
259199,5243,0.352683976859948,1,0.999809269502193,0.00419607095174518,25,,0.999810606060606
253585,5155,0.713297357132973,0.795150339476236,0.837033422786045,0.00426770126091173,25,0.369735386849833,0.522199798183652
229534,22171,0.402728329579306,0.847323079698705,0.78180559991483,0.000947183257408326,25,0.383852267087944,0.554509415262636
229531,23522,0.427198924828826,0.856517302950429,0.718022534372363,0.00106283479295978,25,0.385920360232175,0.537868218074604
256560,12668,0.720059114420508,0.885933059677928,0.672280139000267,0.00189453741711398,25,0.275507099911934,0.556905214888531
236805,14670,0.697973165857836,0.725630538513974,0.614748708313762,0.00156782549420586,25,0.292730570072312,0.381694355587658
256157,14552,0.911322645290581,0.511132490379329,0.43291207313794,0.00144310060472787,25,0.174570175104318,0.210877993785574
231722,3158,0.187708036138849,1,0.989233692210259,0.00633312222925902,24,,0.987278932671424
240671,38790,0.550611080356002,0.996158803815416,0.956471105820242,0.000618716163959783,24,0.0856314828918265,0.93741467270245
231734,8087,0.460116067364588,0.822183751700259,0.830049631523537,0.00222579448497588,24,0.412674658214146,0.558110679129787
232967,28819,0.539307970133053,0.870085707345848,0.803230309072781,0.000624587945452652,24,0.32362225674483,0.582897151791176
234314,12247,0.60878858676741,0.807299746876786,0.740366137352078,0.00179635829182656,24,0.4137277428293,0.487712848297213
232429,22357,0.375023064664933,0.953482130876235,0.722944129098841,0.00102876056716017,24,0.194383155618512,0.554038505791209
232033,10207,0.399866802475906,0.688057215636328,0.644881104940908,0.00225335554031546,24,0.337456503608623,0.362565310931257
232241,39447,0.702503917937028,0.788424975283291,0.643291212501205,0.000583060815778132,24,0.333867988482959,0.43126035032919
237784,9029,0.27559367559978,0.881382212869642,0.638979643126413,0.00155055930889356,24,0.216618906271824,0.365839270318101
223548,6860,0.276234195055166,0.901457725947521,0.608344113842173,0.00247813411078717,24,0.189278646296109,0.391947309556356
237508,30639,0.456862101872837,0.589183720095303,0.552071792599158,0.000620124677698358,24,0.286063790067527,0.271134142380488
223550,5123,0.207787467045224,0.897716181924653,0.524461839530332,0.00370876439586179,24,0.161610680279689,0.358344806486155
256359,18128,0.716097175587596,0.755240511915269,0.456869476298298,0.00132391879964695,24,0.348105065824132,0.359123861613477
227614,20947,0.398353111212536,0.995846660619659,0.89496644295302,0.00105026972836205,23,0.0888839505040716,0.867845186576304
231900,9704,0.703596287703016,0.963211046990931,0.878463678185514,0.00237015663643858,23,0.222242754278117,0.784176182707993
259157,10759,0.441702931275145,0.972395204015243,0.854138787994647,0.00204479970257458,23,0.187165170131898,0.790623136553369
237676,67237,0.609279144578859,0.931496051281288,0.846465807667129,0.000282582506655561,23,0.299131260876162,0.713231301186927
